departamento,ano,semana,casos_dengue,fecha
PIURA,2020,22,0,2020-06-01
PIURA,2020,23,3,2020-06-08
PIURA,2020,24,0,2020-06-15
PIURA,2020,25,0,2020-06-22
PIURA,2020,26,2,2020-06-29
PIURA,2020,27,3,2020-07-06
PIURA,2020,28,0,2020-07-13
PIURA,2020,29,0,2020-07-20
PIURA,2020,30,0,2020-07-27
PIURA,2020,31,1,2020-08-03
PIURA,2020,32,2,2020-08-10
PIURA,2020,33,3,2020-08-17
PIURA,2020,34,1,2020-08-24
PIURA,2020,35,0,2020-08-31
PIURA,2020,36,0,2020-09-07
PIURA,2020,37,0,2020-09-14
PIURA,2020,38,0,2020-09-21
PIURA,2020,39,1,2020-09-28
PIURA,2020,40,0,2020-10-05
PIURA,2020,41,3,2020-10-12
PIURA,2020,42,0,2020-10-19
PIURA,2020,43,2,2020-10-26
PIURA,2020,44,2,2020-11-02
PIURA,2020,45,0,2020-11-09
PIURA,2020,46,1,2020-11-16
PIURA,2020,47,1,2020-11-23
PIURA,2020,48,0,2020-11-30
PIURA,2020,49,3,2020-12-07
PIURA,2020,50,0,2020-12-14
PIURA,2020,51,3,2020-12-21
PIURA,2020,52,1,2020-12-28
PIURA,2021,1,6,2021-01-04
PIURA,2021,2,2,2021-01-11
PIURA,2021,3,2,2021-01-18
PIURA,2021,4,1,2021-01-25
PIURA,2021,5,4,2021-02-01
PIURA,2021,6,1,2021-02-08
PIURA,2021,7,13,2021-02-15
PIURA,2021,8,14,2021-02-22
PIURA,2021,9,19,2021-03-01
PIURA,2021,10,21,2021-03-08
PIURA,2021,11,72,2021-03-15
PIURA,2021,12,81,2021-03-22
PIURA,2021,13,55,2021-03-29
PIURA,2021,14,63,2021-04-05
PIURA,2021,15,54,2021-04-12
PIURA,2021,16,100,2021-04-19
PIURA,2021,17,133,2021-04-26
PIURA,2021,18,173,2021-05-03
PIURA,2021,19,209,2021-05-10
PIURA,2021,20,243,2021-05-17
PIURA,2021,21,181,2021-05-24
PIURA,2021,22,171,2021-05-31
PIURA,2021,23,207,2021-06-07
PIURA,2021,24,163,2021-06-14
PIURA,2021,25,153,2021-06-21
PIURA,2021,26,144,2021-06-28
PIURA,2021,27,99,2021-07-05
PIURA,2021,28,72,2021-07-12
PIURA,2021,29,74,2021-07-19
PIURA,2021,30,63,2021-07-26
PIURA,2021,31,102,2021-08-02
PIURA,2021,32,77,2021-08-09
PIURA,2021,33,111,2021-08-16
PIURA,2021,34,64,2021-08-23
PIURA,2021,35,57,2021-08-30
PIURA,2021,36,56,2021-09-06
PIURA,2021,37,52,2021-09-13
PIURA,2021,38,43,2021-09-20
PIURA,2021,39,61,2021-09-27
PIURA,2021,40,70,2021-10-04
PIURA,2021,41,83,2021-10-11
PIURA,2021,42,75,2021-10-18
PIURA,2021,43,64,2021-10-25
PIURA,2021,44,82,2021-11-01
PIURA,2021,45,55,2021-11-08
PIURA,2021,46,77,2021-11-15
PIURA,2021,47,67,2021-11-22
PIURA,2021,48,68,2021-11-29
PIURA,2021,49,48,2021-12-06
PIURA,2021,50,80,2021-12-13
PIURA,2021,51,40,2021-12-20
PIURA,2021,52,47,2021-12-27
PIURA,2022,1,93,2022-01-03
PIURA,2022,2,103,2022-01-10
PIURA,2022,3,64,2022-01-17
PIURA,2022,4,85,2022-01-24
PIURA,2022,5,157,2022-01-31
PIURA,2022,6,206,2022-02-07
PIURA,2022,7,358,2022-02-14
PIURA,2022,8,461,2022-02-21
PIURA,2022,9,467,2022-02-28
PIURA,2022,10,434,2022-03-07
PIURA,2022,11,496,2022-03-14
PIURA,2022,12,542,2022-03-21
PIURA,2022,13,582,2022-03-28
PIURA,2022,14,702,2022-04-04
PIURA,2022,15,821,2022-04-11
PIURA,2022,16,829,2022-04-18
PIURA,2022,17,794,2022-04-25
PIURA,2022,18,756,2022-05-02
PIURA,2022,19,789,2022-05-09
PIURA,2022,20,592,2022-05-16
PIURA,2022,21,491,2022-05-23
PIURA,2022,22,368,2022-05-30
PIURA,2022,23,339,2022-06-06
PIURA,2022,24,254,2022-06-13
PIURA,2022,25,201,2022-06-20
PIURA,2022,26,152,2022-06-27
PIURA,2022,27,106,2022-07-04
PIURA,2022,28,77,2022-07-11
PIURA,2022,29,58,2022-07-18
PIURA,2022,30,32,2022-07-25
PIURA,2022,31,38,2022-08-01
PIURA,2022,32,46,2022-08-08
PIURA,2022,33,58,2022-08-15
PIURA,2022,34,35,2022-08-22
PIURA,2022,35,39,2022-08-29
PIURA,2022,36,37,2022-09-05
PIURA,2022,37,27,2022-09-12
PIURA,2022,38,28,2022-09-19
PIURA,2022,39,20,2022-09-26
PIURA,2022,40,22,2022-10-03
PIURA,2022,41,34,2022-10-10
PIURA,2022,42,25,2022-10-17
PIURA,2022,43,18,2022-10-24
PIURA,2022,44,36,2022-10-31
PIURA,2022,45,24,2022-11-07
PIURA,2022,46,31,2022-11-14
PIURA,2022,47,32,2022-11-21
PIURA,2022,48,54,2022-11-28
PIURA,2022,49,34,2022-12-05
PIURA,2022,50,32,2022-12-12
PIURA,2022,51,41,2022-12-19
PIURA,2022,52,30,2022-12-26
PIURA,2023,1,170,2023-01-02
PIURA,2023,2,112,2023-01-09
PIURA,2023,3,175,2023-01-16
PIURA,2023,4,213,2023-01-23
PIURA,2023,5,240,2023-01-30
PIURA,2023,6,331,2023-02-06
PIURA,2023,7,353,2023-02-13
PIURA,2023,8,400,2023-02-20
PIURA,2023,9,486,2023-02-27
PIURA,2023,10,473,2023-03-06
PIURA,2023,11,790,2023-03-13
PIURA,2023,12,1250,2023-03-20
PIURA,2023,13,1431,2023-03-27
PIURA,2023,14,1360,2023-04-03
PIURA,2023,15,2000,2023-04-10
PIURA,2023,16,2118,2023-04-17
PIURA,2023,17,2203,2023-04-24
PIURA,2023,18,3667,2023-05-01
PIURA,2023,19,5053,2023-05-08
PIURA,2023,20,8151,2023-05-15
PIURA,2023,21,7346,2023-05-22
PIURA,2023,22,7504,2023-05-29
PIURA,2023,23,5856,2023-06-05
PIURA,2023,24,4923,2023-06-12
PIURA,2023,25,3810,2023-06-19
PIURA,2023,26,2713,2023-06-26
PIURA,2023,27,2275,2023-07-03
PIURA,2023,28,1929,2023-07-10
PIURA,2023,29,1772,2023-07-17
PIURA,2023,30,1367,2023-07-24
PIURA,2023,31,1160,2023-07-31
PIURA,2023,32,943,2023-08-07
PIURA,2023,33,881,2023-08-14
PIURA,2023,34,751,2023-08-21
PIURA,2023,35,595,2023-08-28
PIURA,2023,36,532,2023-09-04
PIURA,2023,37,421,2023-09-11
PIURA,2023,38,309,2023-09-18
PIURA,2023,39,271,2023-09-25
PIURA,2023,40,270,2023-10-02
PIURA,2023,41,223,2023-10-09
PIURA,2023,42,256,2023-10-16
PIURA,2023,43,244,2023-10-23
PIURA,2023,44,211,2023-10-30
PIURA,2023,45,233,2023-11-06
PIURA,2023,46,254,2023-11-13
PIURA,2023,47,283,2023-11-20
PIURA,2023,48,243,2023-11-27
PIURA,2023,49,231,2023-12-04
PIURA,2023,50,218,2023-12-11
PIURA,2023,51,141,2023-12-18
PIURA,2023,52,163,2023-12-25
SAN MARTIN,2018,1,1,2018-01-01
SAN MARTIN,2018,2,1,2018-01-08
SAN MARTIN,2018,3,1,2018-01-15
SAN MARTIN,2018,4,2,2018-01-22
SAN MARTIN,2018,5,1,2018-01-29
SAN MARTIN,2018,6,0,2018-02-05
SAN MARTIN,2018,7,3,2018-02-12
SAN MARTIN,2018,8,5,2018-02-19
SAN MARTIN,2018,9,9,2018-02-26
SAN MARTIN,2018,10,1,2018-03-05
SAN MARTIN,2018,11,2,2018-03-12
SAN MARTIN,2018,12,5,2018-03-19
SAN MARTIN,2018,13,4,2018-03-26
SAN MARTIN,2018,14,5,2018-04-02
SAN MARTIN,2018,15,3,2018-04-09
SAN MARTIN,2018,16,5,2018-04-16
SAN MARTIN,2018,17,5,2018-04-23
SAN MARTIN,2018,18,4,2018-04-30
SAN MARTIN,2018,19,2,2018-05-07
SAN MARTIN,2018,20,5,2018-05-14
SAN MARTIN,2018,21,1,2018-05-21
SAN MARTIN,2018,22,1,2018-05-28
SAN MARTIN,2018,23,0,2018-06-04
SAN MARTIN,2018,24,0,2018-06-11
SAN MARTIN,2018,25,2,2018-06-18
SAN MARTIN,2018,26,0,2018-06-25
SAN MARTIN,2018,27,1,2018-07-02
SAN MARTIN,2018,28,3,2018-07-09
SAN MARTIN,2018,29,4,2018-07-16
SAN MARTIN,2018,30,1,2018-07-23
SAN MARTIN,2018,31,0,2018-07-30
SAN MARTIN,2018,32,0,2018-08-06
SAN MARTIN,2018,33,1,2018-08-13
SAN MARTIN,2018,34,1,2018-08-20
SAN MARTIN,2018,35,0,2018-08-27
SAN MARTIN,2018,36,1,2018-09-03
SAN MARTIN,2018,37,2,2018-09-10
SAN MARTIN,2018,38,0,2018-09-17
SAN MARTIN,2018,39,0,2018-09-24
SAN MARTIN,2018,40,1,2018-10-01
SAN MARTIN,2018,41,0,2018-10-08
SAN MARTIN,2018,42,1,2018-10-15
SAN MARTIN,2018,43,0,2018-10-22
SAN MARTIN,2018,44,1,2018-10-29
SAN MARTIN,2018,45,0,2018-11-05
SAN MARTIN,2018,46,0,2018-11-12
SAN MARTIN,2018,47,5,2018-11-19
SAN MARTIN,2018,48,3,2018-11-26
SAN MARTIN,2018,49,2,2018-12-03
SAN MARTIN,2018,50,1,2018-12-10
SAN MARTIN,2018,51,0,2018-12-17
SAN MARTIN,2018,52,2,2018-12-24
SAN MARTIN,2019,1,2,2019-01-07
SAN MARTIN,2019,2,4,2019-01-14
SAN MARTIN,2019,3,6,2019-01-21
SAN MARTIN,2019,4,7,2019-01-28
SAN MARTIN,2019,5,11,2019-02-04
SAN MARTIN,2019,6,11,2019-02-11
SAN MARTIN,2019,7,19,2019-02-18
SAN MARTIN,2019,8,21,2019-02-25
SAN MARTIN,2019,9,10,2019-03-04
SAN MARTIN,2019,10,8,2019-03-11
SAN MARTIN,2019,11,12,2019-03-18
SAN MARTIN,2019,12,18,2019-03-25
SAN MARTIN,2019,13,21,2019-04-01
SAN MARTIN,2019,14,15,2019-04-08
SAN MARTIN,2019,15,14,2019-04-15
SAN MARTIN,2019,16,14,2019-04-22
SAN MARTIN,2019,17,7,2019-04-29
SAN MARTIN,2019,18,16,2019-05-06
SAN MARTIN,2019,19,24,2019-05-13
SAN MARTIN,2019,20,16,2019-05-20
SAN MARTIN,2019,21,28,2019-05-27
SAN MARTIN,2019,22,21,2019-06-03
SAN MARTIN,2019,23,20,2019-06-10
SAN MARTIN,2019,24,27,2019-06-17
SAN MARTIN,2019,25,13,2019-06-24
SAN MARTIN,2019,26,14,2019-07-01
SAN MARTIN,2019,27,25,2019-07-08
SAN MARTIN,2019,28,38,2019-07-15
SAN MARTIN,2019,29,17,2019-07-22
SAN MARTIN,2019,30,17,2019-07-29
SAN MARTIN,2019,31,20,2019-08-05
SAN MARTIN,2019,32,25,2019-08-12
SAN MARTIN,2019,33,28,2019-08-19
SAN MARTIN,2019,34,23,2019-08-26
SAN MARTIN,2019,35,11,2019-09-02
SAN MARTIN,2019,36,19,2019-09-09
SAN MARTIN,2019,37,18,2019-09-16
SAN MARTIN,2019,38,21,2019-09-23
SAN MARTIN,2019,39,26,2019-09-30
SAN MARTIN,2019,40,30,2019-10-07
SAN MARTIN,2019,41,35,2019-10-14
SAN MARTIN,2019,42,28,2019-10-21
SAN MARTIN,2019,43,42,2019-10-28
SAN MARTIN,2019,44,36,2019-11-04
SAN MARTIN,2019,45,54,2019-11-11
SAN MARTIN,2019,46,114,2019-11-18
SAN MARTIN,2019,47,180,2019-11-25
SAN MARTIN,2019,48,162,2019-12-02
SAN MARTIN,2019,49,221,2019-12-09
SAN MARTIN,2019,50,120,2019-12-16
SAN MARTIN,2019,51,156,2019-12-23
SAN MARTIN,2019,52,124,2019-12-30
SAN MARTIN,2020,1,96,2020-01-06
SAN MARTIN,2020,2,97,2020-01-13
SAN MARTIN,2020,3,95,2020-01-20
SAN MARTIN,2020,4,78,2020-01-27
SAN MARTIN,2020,5,126,2020-02-03
SAN MARTIN,2020,6,149,2020-02-10
SAN MARTIN,2020,7,208,2020-02-17
SAN MARTIN,2020,8,198,2020-02-24
SAN MARTIN,2020,9,272,2020-03-02
SAN MARTIN,2020,10,265,2020-03-09
SAN MARTIN,2020,11,193,2020-03-16
SAN MARTIN,2020,12,108,2020-03-23
SAN MARTIN,2020,13,67,2020-03-30
SAN MARTIN,2020,14,31,2020-04-06
SAN MARTIN,2020,15,30,2020-04-13
SAN MARTIN,2020,16,17,2020-04-20
SAN MARTIN,2020,17,11,2020-04-27
SAN MARTIN,2020,18,9,2020-05-04
SAN MARTIN,2020,19,6,2020-05-11
SAN MARTIN,2020,20,21,2020-05-18
SAN MARTIN,2020,21,9,2020-05-25
SAN MARTIN,2020,22,8,2020-06-01
SAN MARTIN,2020,23,6,2020-06-08
SAN MARTIN,2020,24,1,2020-06-15
SAN MARTIN,2020,25,4,2020-06-22
SAN MARTIN,2020,26,3,2020-06-29
SAN MARTIN,2020,27,0,2020-07-06
SAN MARTIN,2020,28,1,2020-07-13
SAN MARTIN,2020,29,2,2020-07-20
SAN MARTIN,2020,30,7,2020-07-27
SAN MARTIN,2020,31,2,2020-08-03
SAN MARTIN,2020,32,9,2020-08-10
SAN MARTIN,2020,33,2,2020-08-17
SAN MARTIN,2020,34,13,2020-08-24
SAN MARTIN,2020,35,8,2020-08-31
SAN MARTIN,2020,36,18,2020-09-07
SAN MARTIN,2020,37,13,2020-09-14
SAN MARTIN,2020,38,40,2020-09-21
SAN MARTIN,2020,39,34,2020-09-28
SAN MARTIN,2020,40,43,2020-10-05
SAN MARTIN,2020,41,55,2020-10-12
SAN MARTIN,2020,42,72,2020-10-19
SAN MARTIN,2020,43,109,2020-10-26
SAN MARTIN,2020,44,196,2020-11-02
SAN MARTIN,2020,45,229,2020-11-09
SAN MARTIN,2020,46,250,2020-11-16
SAN MARTIN,2020,47,308,2020-11-23
SAN MARTIN,2020,48,286,2020-11-30
SAN MARTIN,2020,49,263,2020-12-07
SAN MARTIN,2020,50,262,2020-12-14
SAN MARTIN,2020,51,260,2020-12-21
SAN MARTIN,2020,52,187,2020-12-28
SAN MARTIN,2021,1,226,2021-01-04
SAN MARTIN,2021,2,171,2021-01-11
SAN MARTIN,2021,3,168,2021-01-18
SAN MARTIN,2021,4,126,2021-01-25
SAN MARTIN,2021,5,176,2021-02-01
SAN MARTIN,2021,6,141,2021-02-08
SAN MARTIN,2021,7,110,2021-02-15
SAN MARTIN,2021,8,116,2021-02-22
SAN MARTIN,2021,9,106,2021-03-01
SAN MARTIN,2021,10,108,2021-03-08
SAN MARTIN,2021,11,64,2021-03-15
SAN MARTIN,2021,12,57,2021-03-22
SAN MARTIN,2021,13,55,2021-03-29
SAN MARTIN,2021,14,54,2021-04-05
SAN MARTIN,2021,15,43,2021-04-12
SAN MARTIN,2021,16,42,2021-04-19
SAN MARTIN,2021,17,44,2021-04-26
SAN MARTIN,2021,18,45,2021-05-03
SAN MARTIN,2021,19,37,2021-05-10
SAN MARTIN,2021,20,47,2021-05-17
SAN MARTIN,2021,21,42,2021-05-24
SAN MARTIN,2021,22,51,2021-05-31
SAN MARTIN,2021,23,60,2021-06-07
SAN MARTIN,2021,24,65,2021-06-14
SAN MARTIN,2021,25,31,2021-06-21
SAN MARTIN,2021,26,48,2021-06-28
SAN MARTIN,2021,27,47,2021-07-05
SAN MARTIN,2021,28,49,2021-07-12
SAN MARTIN,2021,29,39,2021-07-19
SAN MARTIN,2021,30,42,2021-07-26
SAN MARTIN,2021,31,44,2021-08-02
SAN MARTIN,2021,32,34,2021-08-09
SAN MARTIN,2021,33,37,2021-08-16
SAN MARTIN,2021,34,33,2021-08-23
SAN MARTIN,2021,35,57,2021-08-30
SAN MARTIN,2021,36,38,2021-09-06
SAN MARTIN,2021,37,45,2021-09-13
SAN MARTIN,2021,38,48,2021-09-20
SAN MARTIN,2021,39,58,2021-09-27
SAN MARTIN,2021,40,45,2021-10-04
SAN MARTIN,2021,41,77,2021-10-11
SAN MARTIN,2021,42,112,2021-10-18
SAN MARTIN,2021,43,150,2021-10-25
SAN MARTIN,2021,44,163,2021-11-01
SAN MARTIN,2021,45,175,2021-11-08
SAN MARTIN,2021,46,185,2021-11-15
SAN MARTIN,2021,47,163,2021-11-22
SAN MARTIN,2021,48,176,2021-11-29
SAN MARTIN,2021,49,153,2021-12-06
SAN MARTIN,2021,50,161,2021-12-13
SAN MARTIN,2021,51,103,2021-12-20
SAN MARTIN,2021,52,65,2021-12-27
SAN MARTIN,2022,1,71,2022-01-03
SAN MARTIN,2022,2,81,2022-01-10
SAN MARTIN,2022,3,75,2022-01-17
SAN MARTIN,2022,4,72,2022-01-24
SAN MARTIN,2022,5,104,2022-01-31
SAN MARTIN,2022,6,112,2022-02-07
SAN MARTIN,2022,7,113,2022-02-14
SAN MARTIN,2022,8,124,2022-02-21
SAN MARTIN,2022,9,105,2022-02-28
SAN MARTIN,2022,10,125,2022-03-07
SAN MARTIN,2022,11,100,2022-03-14
SAN MARTIN,2022,12,108,2022-03-21
SAN MARTIN,2022,13,112,2022-03-28
SAN MARTIN,2022,14,133,2022-04-04
SAN MARTIN,2022,15,101,2022-04-11
SAN MARTIN,2022,16,113,2022-04-18
SAN MARTIN,2022,17,112,2022-04-25
SAN MARTIN,2022,18,122,2022-05-02
SAN MARTIN,2022,19,115,2022-05-09
SAN MARTIN,2022,20,117,2022-05-16
SAN MARTIN,2022,21,67,2022-05-23
SAN MARTIN,2022,22,82,2022-05-30
SAN MARTIN,2022,23,80,2022-06-06
SAN MARTIN,2022,24,75,2022-06-13
SAN MARTIN,2022,25,65,2022-06-20
SAN MARTIN,2022,26,77,2022-06-27
SAN MARTIN,2022,27,76,2022-07-04
SAN MARTIN,2022,28,70,2022-07-11
SAN MARTIN,2022,29,66,2022-07-18
SAN MARTIN,2022,30,37,2022-07-25
SAN MARTIN,2022,31,42,2022-08-01
SAN MARTIN,2022,32,57,2022-08-08
SAN MARTIN,2022,33,68,2022-08-15
SAN MARTIN,2022,34,47,2022-08-22
SAN MARTIN,2022,35,48,2022-08-29
SAN MARTIN,2022,36,54,2022-09-05
SAN MARTIN,2022,37,46,2022-09-12
SAN MARTIN,2022,38,56,2022-09-19
SAN MARTIN,2022,39,60,2022-09-26
SAN MARTIN,2022,40,61,2022-10-03
SAN MARTIN,2022,41,46,2022-10-10
SAN MARTIN,2022,42,68,2022-10-17
SAN MARTIN,2022,43,77,2022-10-24
SAN MARTIN,2022,44,67,2022-10-31
SAN MARTIN,2022,45,97,2022-11-07
SAN MARTIN,2022,46,107,2022-11-14
SAN MARTIN,2022,47,106,2022-11-21
SAN MARTIN,2022,48,75,2022-11-28
SAN MARTIN,2022,49,62,2022-12-05
SAN MARTIN,2022,50,79,2022-12-12
SAN MARTIN,2022,51,69,2022-12-19
SAN MARTIN,2022,52,68,2022-12-26
SAN MARTIN,2023,1,154,2023-01-02
SAN MARTIN,2023,2,143,2023-01-09
SAN MARTIN,2023,3,159,2023-01-16
SAN MARTIN,2023,4,124,2023-01-23
SAN MARTIN,2023,5,147,2023-01-30
SAN MARTIN,2023,6,136,2023-02-06
SAN MARTIN,2023,7,147,2023-02-13
SAN MARTIN,2023,8,173,2023-02-20
SAN MARTIN,2023,9,176,2023-02-27
SAN MARTIN,2023,10,199,2023-03-06
SAN MARTIN,2023,11,174,2023-03-13
SAN MARTIN,2023,12,190,2023-03-20
SAN MARTIN,2023,13,149,2023-03-27
SAN MARTIN,2023,14,135,2023-04-03
SAN MARTIN,2023,15,148,2023-04-10
SAN MARTIN,2023,16,202,2023-04-17
SAN MARTIN,2023,17,153,2023-04-24
SAN MARTIN,2023,18,137,2023-05-01
SAN MARTIN,2023,19,124,2023-05-08
SAN MARTIN,2023,20,156,2023-05-15
SAN MARTIN,2023,21,145,2023-05-22
SAN MARTIN,2023,22,144,2023-05-29
SAN MARTIN,2023,23,147,2023-06-05
SAN MARTIN,2023,24,90,2023-06-12
SAN MARTIN,2023,25,91,2023-06-19
SAN MARTIN,2023,26,64,2023-06-26
SAN MARTIN,2023,27,87,2023-07-03
SAN MARTIN,2023,28,73,2023-07-10
SAN MARTIN,2023,29,68,2023-07-17
SAN MARTIN,2023,30,48,2023-07-24
SAN MARTIN,2023,31,72,2023-07-31
SAN MARTIN,2023,32,57,2023-08-07
SAN MARTIN,2023,33,42,2023-08-14
SAN MARTIN,2023,34,55,2023-08-21
SAN MARTIN,2023,35,49,2023-08-28
SAN MARTIN,2023,36,66,2023-09-04
SAN MARTIN,2023,37,60,2023-09-11
SAN MARTIN,2023,38,76,2023-09-18
SAN MARTIN,2023,39,57,2023-09-25
SAN MARTIN,2023,40,74,2023-10-02
SAN MARTIN,2023,41,121,2023-10-09
SAN MARTIN,2023,42,107,2023-10-16
SAN MARTIN,2023,43,137,2023-10-23
SAN MARTIN,2023,44,183,2023-10-30
SAN MARTIN,2023,45,181,2023-11-06
SAN MARTIN,2023,46,242,2023-11-13
SAN MARTIN,2023,47,229,2023-11-20
SAN MARTIN,2023,48,250,2023-11-27
SAN MARTIN,2023,49,227,2023-12-04
SAN MARTIN,2023,50,186,2023-12-11
SAN MARTIN,2023,51,175,2023-12-18
SAN MARTIN,2023,52,161,2023-12-25
